Player,PTS2,BLK2,STL2,AST2,TRB2,Value,Year
Skal Labissiere,6.1,0.5,0.4,1.0,3.8,14.97,2021
Solomon Hill,6.6,0.2,0.6,1.7,3.2,15.41,2021
Spencer Dinwiddie,13.5,0.2,0.7,3.6,3.3,25.45,2021
Stanley Johnson,7.8,0.2,0.9,1.7,2.9,17.01,2021
Stephen Curry,22.7,0.6,1.1,5.1,5.7,42.17,2021
Sterling Brown,6.6,0.2,0.6,1.6,3.0,15.14,2021
Steven Adams,15.3,1.0,1.4,2.5,9.2,37.37,2021
Sviatoslav Mykhailiuk,7.6,0.2,0.7,1.9,2.1,15.63,2021
T.J. Leaf,7.2,0.6,0.4,1.1,4.2,16.91,2021
T.J. McConnell,6.0,0.2,0.8,3.6,2.3,17.07,2021
T.J. Warren,14.6,0.7,1.0,2.0,4.4,28.09,2021
Tahjere McCall,6.3,0.2,0.4,0.9,2.6,12.85,2021
Taj Gibson,7.4,0.4,0.5,1.1,4.1,16.72,2021
Taurean Waller-Prince,12.8,0.3,0.8,2.4,2.9,23.01,2021
Terrance Ferguson,9.3,0.2,0.7,1.5,2.6,17.36,2021
Terrence Jones,3.8,0.4,0.3,1.1,3.0,11.04,2021
Terrence Ross,11.3,0.4,0.7,1.8,3.2,21.13,2021
Terry Rozier,11.8,0.3,0.7,3.3,4.0,24.56,2021
Thabo Sefolosha,4.3,0.2,0.5,0.7,1.8,9.8,2021
Thaddeus Young,8.4,0.4,0.9,2.0,4.8,21.13,2021
Theo Pinson,5.6,0.2,0.5,1.5,2.1,12.32,2021
Thomas Bryant,11.9,0.9,0.5,1.6,7.0,27.11,2021
Thomas Welsh,5.6,0.1,0.6,1.5,2.2,12.63,2021
Thon Maker,6.5,1.0,0.4,1.1,4.6,17.8,2021
Tim Frazier,4.2,0.1,0.4,3.2,2.2,13.15,2021
Tim Hardaway,14.7,0.2,0.6,2.4,3.0,24.36,2021
Timothe Luwawu-Cabarrot,7.5,0.3,0.6,1.2,3.1,15.61,2021
Tobias Harris,16.8,0.5,0.4,2.5,6.8,31.45,2021
Tomas Satoransky,7.9,0.1,0.8,3.6,2.2,18.41,2021
Tony Bradley,6.2,0.7,0.5,0.9,5.5,17.67,2021
Tony Parker,5.7,0.1,0.4,2.7,1.0,12.54,2021
Tony Snell,5.6,0.3,0.4,1.2,2.3,12.37,2021
Torrey Craig,4.4,0.4,0.4,0.9,3.0,12.0,2021
Trae Young,21.7,0.2,1.1,6.1,3.7,38.99,2021
Treveon Graham,6.2,0.2,0.5,1.2,3.0,13.79,2021
Trevon Duval,6.6,0.3,0.5,2.0,3.5,16.16,2021
Trevor Ariza,7.8,0.4,0.9,2.7,4.5,21.17,2021
Trey Burke,8.7,0.1,0.6,2.6,1.9,16.9,2021
Trey Lyles,8.4,0.4,0.6,1.4,3.3,17.48,2021
Tristan Thompson,9.4,0.4,0.7,1.8,7.5,24.1,2021
Troy Brown,10.2,0.3,0.6,2.5,3.4,20.81,2021
Troy Caupain,6.0,0.2,0.6,1.8,2.3,13.62,2021
Troy Daniels,6.5,0.2,0.5,1.2,2.3,13.14,2021
Troy Williams,6.6,0.4,0.4,1.1,3.3,14.86,2021
Tyler Cavanaugh,6.5,0.3,0.6,1.1,3.3,14.78,2021
Tyler Davis,5.1,0.4,0.4,0.8,3.5,12.86,2021
Tyler Dorsey,8.7,0.2,0.5,1.7,2.8,16.99,2021
Tyler Johnson,9.6,0.3,0.8,3.2,2.7,21.08,2021
Tyler Lydon,5.8,0.3,0.5,1.0,2.9,13.36,2021
Tyler Ulis,4.5,0.4,0.5,1.3,3.4,13.12,2021
Tyler Zeller,5.5,0.7,0.3,0.8,3.6,13.91,2021
Tyreke Evans,7.6,0.2,0.7,2.2,2.6,16.73,2021
Tyrone Wallace,6.2,0.2,0.4,1.3,2.6,13.3,2021
Tyson Chandler,2.2,0.3,0.4,0.9,2.9,8.83,2021
Tyus Jones,6.4,0.1,0.8,3.0,1.6,15.5,2021
Udonis Haslem,3.5,0.2,0.2,1.1,2.1,8.74,2021
Victor Oladipo,15.5,0.4,1.3,4.6,5.0,33.36,2021
Vince Carter,5.4,0.3,0.4,1.0,1.5,10.99,2021
Vince Edwards,5.4,0.3,0.5,1.0,3.0,13.2,2021
Wade Baldwin,7.0,0.3,0.5,1.5,2.6,14.82,2021
Walt Lemon,13.0,0.3,1.3,5.5,4.4,31.34,2021
Wayne Ellington,7.4,0.2,0.6,2.0,1.5,14.42,2021
Wayne Selden,7.7,0.2,0.6,1.6,2.3,15.34,2021
Wendell Carter,14.1,1.5,0.7,2.1,9.4,35.2,2021
Wesley Iwundu,7.7,0.4,0.6,1.5,3.1,16.71,2021
Wesley Johnson,3.7,0.3,0.4,0.9,2.6,10.25,2021
Wesley Matthews,7.3,0.2,0.5,1.9,1.4,14.17,2021
Will Barton,8.7,0.3,0.5,1.9,3.6,18.49,2021
Willie Cauley-Stein,10.0,0.5,0.9,2.1,6.4,25.0,2021
Willy Hernangomez,8.4,0.4,0.5,1.1,5.1,18.98,2021
Wilson Chandler,3.8,0.4,0.5,1.1,2.8,11.43,2021
Yante Maten,5.2,0.3,0.5,1.1,2.8,12.75,2021
Yogi Ferrell,6.3,0.2,0.4,2.2,1.3,12.92,2021
Yuta Watanabe,6.4,0.3,0.5,1.0,3.3,14.51,2021
Zach Collins,7.3,1.0,0.4,1.3,5.1,19.5,2021
Zach LaVine,23.3,0.4,1.1,4.9,5.3,41.41,2021
Zach Lofton,5.1,0.3,0.4,1.0,3.0,12.15,2021
Zaza Pachulia,2.9,0.3,0.4,1.0,2.6,9.6,2021
Zhaire Smith,11.5,0.4,0.7,2.0,3.7,22.27,2021
Zhou Qi,5.5,0.3,0.6,1.7,3.1,14.21,2021
Admiral Schofield,5.4,0.2,0.5,0.8,2.2,11.14,2021
Bol Bol,7.3,0.7,0.5,1.0,5.3,18.7,2021
Brandon Clarke,7.0,1.0,0.5,0.9,4.6,18.5,2021
Bruno Fernando,5.8,0.6,0.5,1.1,4.7,16.12,2021
Cam Reddish,11.4,0.3,0.9,1.3,3.1,20.58,2021
Cameron Johnson,9.7,0.3,0.4,1.1,3.5,17.89,2021
Carsen Edwards,5.8,0.4,0.5,1.9,2.2,14.02,2021
Chuma Okeke,6.2,0.4,0.5,1.0,3.2,14.38,2021
Coby White,12.4,0.2,0.8,4.2,3.2,25.65,2021
Cody Martin,6.1,0.3,0.7,2.5,2.7,16.34,2021
Daniel Gafford,6.0,0.8,0.4,1.0,5.4,17.66,2021
Darius Garland,12.4,0.3,0.6,3.6,4.1,25.53,2021
DeAndre Hunter,9.6,0.3,0.6,1.7,3.7,19.49,2021
Dylan Windler,6.5,0.4,0.5,2.0,3.1,15.98,2021
Eric Paschall,5.4,0.3,0.5,1.0,2.8,12.5,2021
Grant Williams,6.4,0.5,0.4,1.0,3.7,15.12,2021
Ignas Brazdeikis,6.9,0.3,0.5,1.1,2.7,14.03,2021
Isaiah Roby,5.4,0.5,0.5,1.0,3.3,13.86,2021
Ja Morant,14.4,0.3,0.9,6.0,4.1,31.94,2021
Jalen McDaniels,5.7,0.3,0.5,1.1,3.1,13.52,2021
Jarrell Brantley,5.2,0.3,0.4,0.8,2.7,11.62,2021
Jarrett Culver,12.0,0.2,0.7,1.9,4.0,22.58,2021
Jaxson Hayes,11.9,0.8,0.6,1.2,5.8,25.0,2021
Jaylen Hands,4.3,0.1,0.4,1.8,1.5,10.26,2021
Jaylen Nowell,6.0,0.1,0.5,2.1,2.5,14.0,2021
Jordan Bone,5.7,0.2,0.4,2.4,1.0,12.29,2021
Jordan Poole,4.8,0.1,0.5,1.7,2.1,11.77,2021
Justin James,5.3,0.3,0.4,0.7,2.9,12.0,2021
Justin Wright-Foreman,5.7,0.2,0.5,1.9,2.0,13.08,2021
Keldon Johnson,6.8,0.2,0.5,1.2,3.0,14.26,2021
Kevin PorterJr,6.0,0.3,0.4,0.9,3.1,13.32,2021
Kyle Guy,5.6,0.1,0.6,1.9,2.1,12.93,2021
Marial Shayok,6.4,0.2,0.5,1.2,2.2,12.84,2021
Matisse Thybulle,4.2,0.3,0.8,0.8,2.1,11.27,2021
Mfiondu Kabengele,5.5,0.5,0.4,0.8,3.5,13.69,2021
Miye Oni,5.5,0.3,0.5,1.2,2.4,12.59,2021
Nassir Little,5.1,0.2,0.5,0.9,3.4,12.77,2021
Nickeil Alexander-Walker,7.6,0.2,0.7,1.4,2.2,15.33,2021
Nicolas Claxton,5.6,0.6,0.4,0.9,3.3,14.08,2021
PJ Washington,9.9,0.4,0.4,1.1,4.4,19.23,2021
Quinndary Weatherspoon,5.8,0.2,0.7,1.0,2.4,12.89,2021
RJ Barrett,16.2,0.3,0.7,3.7,4.9,30.46,2021
Romeo Langford,8.2,0.3,0.6,1.0,3.0,15.99,2021
Rui Hachimura,10.2,0.4,0.6,1.1,3.7,19.03,2021
Talen Horton-Tucker,5.9,0.3,0.5,1.3,2.9,13.74,2021
Terance Mann,4.5,0.3,0.4,1.0,2.6,11.18,2021
Tremont Waters,6.7,0.1,0.7,2.4,1.4,14.57,2021
Ty Jerome,6.3,0.2,0.4,2.6,1.1,13.6,2021
Tyler Herro,8.6,0.2,0.7,2.0,2.8,17.46,2021
Zion Williamson,18.8,0.9,1.3,2.8,8.6,39.75,2021
Aaron Gordon,15.8,0.4,0.6,3.0,5.8,30.43,2022
Aaron Holiday,7.8,0.2,0.6,2.4,2.0,16.16,2022
Abdel Nader,6.2,0.3,0.4,1.1,3.1,13.49,2022
Admiral Schofield,6.5,0.3,0.5,1.2,2.5,13.82,2022
Al Horford,8.4,0.7,0.7,3.0,3.8,21.54,2022
Al-Farouq Aminu,7.6,0.4,0.6,1.3,5.1,18.7,2022
Alan Williams,4.1,0.3,0.4,0.8,4.0,12.35,2022
Alec Burks,7.9,0.3,0.5,1.8,2.5,16.05,2022
Alex Abrines,6.4,0.2,0.6,1.5,2.3,13.85,2022
Alex Caruso,9.4,0.2,0.7,3.2,3.0,20.69,2022
Alex Len,9.7,0.5,0.6,1.3,3.9,19.64,2022
Alex Poythress,5.4,0.6,0.4,0.9,3.8,14.23,2022
Alfonzo McKinnie,5.4,0.3,0.4,1.0,3.7,13.51,2022
Alize Johnson,5.5,0.4,0.4,1.0,3.2,13.38,2022
Allen Crabbe,8.3,0.3,0.4,1.2,2.6,15.3,2022
Allonzo Trier,10.3,0.2,0.5,1.8,2.9,18.5,2022
Amile Jefferson,5.4,0.4,0.4,1.0,2.9,12.65,2022
Amir Johnson,3.3,0.3,0.4,1.0,2.4,9.73,2022
Andre Drummond,23.0,1.8,1.8,1.3,12.5,50.48,2022
Andre Iguodala,5.1,0.5,0.5,2.3,2.2,14.01,2022
Andre Ingram,4.1,0.5,0.3,1.1,3.0,11.6,2022
Andrew Bogut,3.0,0.4,0.1,1.2,3.3,10.49,2022
Andrew Harrison,5.4,0.2,0.5,2.0,1.7,12.4,2022
Andrew Wiggins,17.3,0.5,0.7,2.3,4.8,30.37,2022
Anfernee Simons,8.6,0.2,0.6,1.6,3.6,17.77,2022
Angel Delgado,5.6,0.3,0.5,1.2,3.2,13.75,2022
Ante Zizic,6.0,0.5,0.4,1.1,4.4,15.63,2022
Anthony Davis,19.3,1.8,1.6,3.7,11.4,48.71,2022
Anthony Tolliver,4.2,0.3,0.4,1.0,2.2,10.23,2022
Antonio Blakeney,9.3,0.4,0.6,1.1,2.6,17.28,2022
Aron Baynes,3.8,0.5,0.4,1.2,2.8,11.56,2022
Austin Rivers,7.7,0.1,0.5,2.2,1.9,15.08,2022
Avery Bradley,7.8,0.2,0.7,2.3,2.1,16.43,2022
B.J. Johnson,6.7,0.3,0.5,1.1,2.9,14.09,2022
Bam Adebayo,11.7,0.7,0.8,2.1,6.3,26.73,2022
Ben McLemore,6.9,0.4,0.4,1.1,2.8,14.29,2022
Ben Simmons,22.1,1.2,1.9,9.9,9.9,58.39,2022
Billy Garrett,7.7,0.2,0.5,1.8,2.6,15.83,2022
Bismack Biyombo,6.7,0.6,0.3,0.9,3.9,15.48,2022
Blake Griffin,20.9,0.5,0.8,5.0,8.0,41.64,2022
Boban Marjanovic,4.5,0.5,0.3,1.0,3.0,12.17,2022
Bobby Portis,11.4,0.4,0.7,1.8,6.0,24.47,2022
Bogdan Bogdanovic,11.9,0.2,0.8,3.2,2.8,22.97,2022
Bojan Bogdanovic,10.2,0.2,0.4,1.8,3.1,18.55,2022
Bol Bol,7.2,0.7,0.5,1.4,5.7,19.56,2022
Bonzie Colson,5.3,0.4,0.4,0.9,3.8,13.66,2022
Brad Wanamaker,2.0,0.2,0.4,2.2,0.7,7.87,2022
Bradley Beal,23.0,0.7,1.4,6.4,7.2,47.66,2022
Brandon Clarke,7.4,0.8,0.4,1.0,4.7,18.12,2022
Brandon Goodwin,6.4,0.2,0.6,1.9,2.3,14.5,2022
Brandon Ingram,18.6,0.6,0.7,3.0,5.4,33.73,2022
Brandon Knight,6.6,0.2,0.4,2.1,1.4,13.35,2022
Brandon Sampson,7.3,0.2,0.6,1.9,2.2,15.17,2022
Brook Lopez,6.1,0.7,0.3,1.4,3.4,15.29,2022
Bruce Brown,6.8,0.5,0.6,1.5,3.2,16.08,2022
Bruno Caboclo,7.2,0.6,0.5,1.4,3.9,17.18,2022
Bruno Fernando,6.0,0.6,0.5,1.2,4.4,16.35,2022
Bryn Forbes,9.3,0.1,0.6,1.8,2.0,16.41,2022
Buddy Hield,18.2,0.5,0.7,2.4,5.4,31.74,2022
C.J. Miles,5.3,0.3,0.4,1.2,2.4,11.94,2022
C.J. Williams,6.0,0.2,0.6,1.6,2.2,13.36,2022
CJ McCollum,15.2,0.3,0.7,2.4,4.3,26.95,2022
Caleb Swanigan,6.6,0.5,0.5,1.4,4.3,17.06,2022
Cam Reddish,12.1,0.3,0.8,1.5,3.6,22.2,2022
Cameron Johnson,8.6,0.3,0.5,1.1,3.3,16.38,2022
Cameron Payne,8.0,0.2,0.7,3.1,2.8,18.74,2022
Cameron Reynolds,6.1,0.2,0.4,1.3,2.7,13.22,2022
Caris LeVert,12.8,0.3,0.9,3.6,3.6,26.09,2022
Carmelo Anthony,6.2,0.6,0.4,2.2,3.2,16.29,2022
Carsen Edwards,6.1,0.4,0.5,1.9,2.4,14.59,2022
Cedi Osman,13.4,0.2,0.7,3.0,4.0,25.3,2022
Chandler Hutchison,6.5,0.5,0.5,1.1,3.7,15.34,2022
Chandler Parsons,4.7,0.2,0.4,1.5,1.0,10.06,2022
Channing Frye,5.1,0.2,0.2,0.7,1.7,9.43,2022
Chasson Randle,6.9,0.1,0.5,2.8,1.7,14.93,2022
Cheick Diallo,6.3,0.6,0.4,1.2,5.2,17.42,2022
Chimezie Metu,6.8,0.5,0.5,1.2,3.6,15.84,2022
Chris Boucher,5.4,0.7,0.4,0.6,4.0,14.15,2022
Chris Chiozza,5.7,0.3,0.6,1.6,2.5,13.58,2022
Chris Paul,10.7,0.3,1.7,6.0,4.1,30.37,2022
Christian Wood,5.3,0.5,0.4,0.8,4.2,14.3,2022
Chuma Okeke,6.6,0.5,0.5,1.1,3.1,14.8,2022
Clint Capela,17.6,1.4,0.6,1.4,9.3,36.61,2022
Coby White,13.4,0.3,0.9,3.9,3.1,26.56,2022
Cody Martin,6.4,0.3,0.6,2.4,2.6,15.75,2022
Cody Zeller,6.9,0.5,0.6,1.7,4.3,17.77,2022
Collin Sexton,21.8,0.3,0.7,3.3,3.6,34.18,2022
Corey Brewer,4.7,0.3,0.6,1.1,2.1,11.48,2022
Cory Joseph,6.5,0.3,0.7,2.9,2.9,17.17,2022
Courtney Lee,3.5,0.2,0.3,1.1,1.7,8.69,2022
Cristiano Felicio,4.0,0.3,0.4,1.0,3.6,11.96,2022
D'Angelo Russell,24.1,0.2,1.6,8.4,4.6,47.74,2022
D.J. Augustin,3.9,0.2,0.4,3.1,1.9,12.54,2022
D.J. Stephens,5.3,0.3,0.4,1.0,3.3,13.03,2022
D.J. Wilson,5.8,0.5,0.4,1.1,4.2,15.48,2022
Dairis Bertans,4.0,0.2,0.5,1.2,1.8,9.97,2022
Damian Jones,6.1,0.7,0.4,1.0,3.9,15.69,2022
Damian Lillard,22.7,0.5,1.2,7.0,4.7,43.98,2022
Damion Lee,6.3,0.3,0.4,1.0,2.7,12.85,2022
Damyean Dotson,8.7,0.2,0.6,1.6,2.6,16.45,2022
Daniel Gafford,6.3,0.8,0.5,1.2,5.4,18.14,2022
Daniel Hamilton,5.8,0.3,0.5,1.6,2.9,14.12,2022
Daniel Theis,6.2,0.6,0.3,1.0,3.3,14.36,2022
Danilo Gallinari,10.0,0.3,0.6,1.9,3.3,19.39,2022
Danny Green,6.9,0.4,0.6,1.3,2.7,15.24,2022
Dante Cunningham,3.9,0.2,0.2,1.0,2.2,9.26,2022
Dante Exum,7.3,0.2,0.4,2.6,2.5,16.14,2022
Danuel House,8.1,0.3,0.4,1.3,2.7,15.49,2022
Dario Saric,8.8,0.2,0.5,1.5,3.6,17.54,2022
Darius Garland,13.9,0.4,0.7,3.5,3.9,27.27,2022
Darius Miller,6.7,0.2,0.5,2.0,1.7,14.07,2022
Darren Collison,5.2,0.1,0.5,4.1,2.0,15.63,2022
Daryl Macon,6.4,0.2,0.4,1.2,2.2,12.99,2022
David Nwaba,6.5,0.3,0.6,1.3,2.7,14.53,2022
Davis Bertans,6.6,0.4,0.6,1.3,3.1,15.16,2022
Davon Reed,5.5,0.2,0.5,1.5,2.6,13.07,2022
De'Aaron Fox,16.4,0.4,1.4,7.7,3.8,37.98,2022
De'Anthony Melton,8.1,0.3,0.7,3.0,2.5,18.56,2022
DeAndre Hunter,8.3,0.3,0.6,1.6,3.4,17.48,2022
DeAndre Jordan,9.5,0.8,0.6,2.5,8.3,27.41,2022
DeAndre' Bembry,8.0,0.3,0.7,1.9,3.9,18.77,2022
DeMar DeRozan,14.9,0.4,0.8,4.0,4.9,30.51,2022
DeMarcus Cousins,14.6,1.0,1.0,3.3,8.0,35.1,2022
DeMarre Carroll,4.0,0.3,0.5,1.3,2.7,11.49,2022
DeVaughn Akoon-Purcell,6.3,0.1,0.6,2.2,1.8,13.98,2022
Deandre Ayton,23.4,1.2,1.0,3.8,12.9,51.16,2022
Delon Wright,8.4,0.2,0.8,3.2,2.5,18.97,2022
Demetrius Jackson,7.7,0.2,0.5,1.7,2.4,15.38,2022
Deng Adel,5.1,0.5,0.4,1.2,3.2,13.54,2022
Dennis Schroder,12.9,0.2,0.7,3.3,3.2,24.46,2022
Dennis Smith,14.2,0.4,0.8,3.6,2.9,26.77,2022
Deonte Burton,5.4,0.4,0.4,0.9,2.9,12.62,2022
Derrick Favors,6.2,0.7,0.6,0.9,4.7,17.28,2022
Derrick Jones,7.0,0.6,0.5,0.9,3.8,16.32,2022
Derrick Rose,12.7,0.2,0.6,3.3,2.0,22.35,2022
Derrick White,7.9,0.3,0.8,3.2,2.8,19.32,2022
Devin Booker,23.6,0.3,1.4,7.1,4.4,44.65,2022
Devin Harris,4.4,0.2,0.4,1.9,1.9,11.34,2022
Devin Robinson,7.9,0.6,0.4,1.1,3.5,16.83,2022
Devonte' Graham,6.7,0.1,0.4,3.2,1.4,14.62,2022
Dewayne Dedmon,5.6,0.5,0.6,0.9,4.8,16.16,2022
Deyonta Davis,4.6,0.6,0.4,1.0,4.4,14.34,2022
Dillon Brooks,7.3,0.2,0.6,1.4,2.0,13.99,2022
Dion Waiters,8.7,0.2,0.7,3.0,2.0,18.1,2022
Dirk Nowitzki,5.3,0.3,0.3,0.6,2.3,10.72,2022
Domantas Sabonis,16.6,0.4,0.7,2.7,9.0,34.69,2022
Donatas Motiejunas,4.9,0.3,0.5,1.1,3.0,12.44,2022
Donovan Mitchell,22.6,0.5,1.3,5.2,5.1,42.05,2022
Donte DiVincenzo,7.9,0.3,0.6,1.7,3.1,16.72,2022
Donte Grantham,4.8,0.4,0.5,1.5,3.5,13.93,2022
Dorian Finney-Smith,8.8,0.4,0.6,1.2,3.7,18.04,2022
Doug McDermott,7.7,0.2,0.4,1.4,1.5,13.41,2022
Dragan Bender,6.4,0.6,0.6,1.7,4.8,18.57,2022
Draymond Green,2.4,0.5,0.5,3.0,4.0,14.86,2022
Drew Eubanks,5.8,0.4,0.5,1.1,3.5,14.47,2022
Duncan Robinson,6.7,0.3,0.4,1.1,2.7,13.61,2022
Dusty Hannahs,7.2,0.2,0.5,2.5,2.4,15.9,2022
Dwayne Bacon,7.3,0.2,0.5,1.5,2.1,14.33,2022
Dwight Howard,7.6,0.4,0.3,1.2,4.6,17.18,2022
Dwight Powell,6.7,0.3,0.6,1.3,3.7,15.82,2022
Dwyane Wade,9.9,0.3,0.5,2.5,2.7,19.51,2022
Dylan Windler,5.9,0.4,0.5,1.8,2.7,14.42,2022
Dzanan Musa,8.6,0.3,0.6,2.0,3.7,18.95,2022
E'Twaun Moore,4.9,0.2,0.5,1.9,1.8,11.89,2022
Ed Davis,1.5,0.2,0.5,0.2,5.9,10.88,2022
Edmond Sumner,6.8,0.2,0.4,1.3,2.6,13.9,2022
Ekpe Udoh,4.8,0.5,0.4,1.1,2.7,12.52,2022
Elfrid Payton,11.1,0.4,0.8,4.2,3.5,25.01,2022
Elie Okobo,6.5,0.2,0.5,2.7,2.1,15.03,2022
Emanuel Terry,6.4,0.2,0.6,1.4,2.8,14.48,2022
Emmanuel Mudiay,14.8,0.3,0.8,3.8,3.2,27.75,2022
Enes Kanter,9.0,0.4,0.4,1.4,6.2,20.98,2022
Eric Bledsoe,9.9,0.3,0.8,4.4,3.2,23.54,2022
Eric Gordon,10.8,0.2,0.4,1.9,1.4,17.27,2022
Eric Moreland,3.0,0.3,0.4,1.0,3.8,11.11,2022
Eric Paschall,6.6,0.4,0.5,1.2,3.0,14.66,2022
Ersan Ilyasova,4.2,0.3,0.3,0.8,2.5,10.27,2022
Evan Fournier,12.1,0.2,0.7,3.8,3.0,24.11,2022
Evan Turner,4.5,0.2,0.4,2.7,2.2,13.11,2022
Frank Jackson,9.9,0.0,0.6,1.6,2.1,16.6,2022
Frank Kaminsky,7.7,0.3,0.6,1.3,3.2,16.16,2022
Frank Mason,7.8,0.1,0.4,2.7,1.3,14.93,2022
Frank Ntilikina,8.4,0.2,0.6,2.4,2.6,17.61,2022
Fred VanVleet,10.9,0.2,0.8,3.5,2.6,22.16,2022
Furkan Korkmaz,8.5,0.2,0.5,1.7,2.2,15.91,2022
Garrett Temple,5.6,0.2,0.4,1.3,1.4,11.19,2022
Gary Clark,5.5,0.5,0.5,1.0,3.6,14.39,2022
Gary Harris,10.7,0.3,0.8,2.2,2.5,20.3,2022
Gary Payton,5.9,0.2,0.6,1.7,2.3,13.81,2022
Gary Trent,6.1,0.3,0.4,1.2,3.4,14.2,2022
George Hill,3.8,0.2,0.4,2.0,0.8,9.68,2022
George King,5.8,0.4,0.4,0.9,3.1,13.32,2022
Georges Niang,7.1,0.3,0.5,1.5,4.0,16.6,2022
Gerald Green,4.8,0.4,0.2,0.6,2.0,9.82,2022
Giannis Antetokounmpo,20.6,1.3,1.3,5.5,9.4,48.15,2022
Glenn Robinson,6.8,0.3,0.5,1.2,2.9,14.44,2022
Goran Dragic,5.6,0.2,0.5,3.4,1.7,15.02,2022
Gordon Hayward,9.9,0.3,0.7,2.9,3.6,21.7,2022
Gorgui Dieng,2.5,0.4,0.3,1.0,2.5,9.08,2022
Grant Williams,6.3,0.6,0.5,1.1,4.0,16.08,2022
Grayson Allen,7.1,0.3,0.5,1.6,2.9,15.44,2022
Greg Monroe,4.8,0.3,0.4,1.0,3.0,11.84,2022
Guerschon Yabusele,5.5,0.4,0.4,1.2,3.1,13.43,2022
Hamidou Diallo,6.4,0.4,0.5,0.8,3.9,15.13,2022
Harrison Barnes,10.6,0.3,0.5,1.7,4.2,20.47,2022
Harry Giles,10.7,0.5,0.5,1.7,4.3,21.37,2022
Hassan Whiteside,8.8,0.9,0.5,1.6,8.9,26.2,2022
Haywood Highsmith,6.5,0.3,0.5,1.3,3.1,14.51,2022
Henry Ellenson,6.3,0.4,0.5,1.2,3.7,15.32,2022
Ian Clark,6.2,0.2,0.4,1.9,2.0,13.36,2022
Ian Mahinmi,4.1,0.5,0.5,0.9,2.7,11.68,2022
Ignas Brazdeikis,7.0,0.3,0.5,1.2,2.8,14.66,2022
Ike Anigbogu,4.6,0.5,0.3,0.7,5.0,13.95,2022
Iman Shumpert,7.1,0.3,0.8,2.1,2.7,16.63,2022
Isaac Bonga,7.0,0.3,0.6,1.6,4.0,17.09,2022
Isaac Humphries,7.2,0.5,0.4,1.1,4.0,16.49,2022
Isaiah Briscoe,7.3,0.1,0.5,2.6,1.8,15.0,2022
Isaiah Canaan,6.6,0.2,0.5,2.7,2.3,15.58,2022
Isaiah Hartenstein,5.2,0.6,0.5,1.2,4.6,15.75,2022
Isaiah Hicks,5.7,0.7,0.5,1.4,3.7,15.86,2022
Isaiah Roby,6.4,0.5,0.6,1.1,3.4,15.32,2022
Isaiah Thomas,6.3,0.1,0.3,2.0,1.1,11.97,2022
Ish Smith,5.9,0.2,0.5,2.8,1.7,14.13,2022
Ivan Rabb,8.1,0.4,0.6,1.5,3.7,17.83,2022
Ivica Zubac,6.4,0.7,0.4,1.6,4.5,17.61,2022
J.J. Barea,5.7,0.1,0.3,3.1,0.9,12.74,2022
J.J. Redick,10.2,0.2,0.4,2.5,2.8,19.25,2022
J.P. Macura,6.7,0.2,0.5,1.7,2.6,14.54,2022
J.R. Smith,3.7,0.2,0.5,1.3,1.1,8.84,2022
Ja Morant,15.5,0.4,1.0,5.3,3.6,32.16,2022
JaKarr Sampson,15.8,1.0,0.6,2.1,9.7,35.38,2022
JaMychal Green,6.9,0.5,0.5,1.1,3.8,16.06,2022
JaVale McGee,5.4,0.6,0.3,1.0,2.7,12.81,2022
Jabari Parker,13.7,0.3,0.6,2.0,5.4,25.98,2022
Jacob Evans,7.1,0.3,0.7,1.6,3.3,16.37,2022
Jae Crowder,8.1,0.4,0.8,1.7,3.8,18.85,2022
Jahlil Okafor,7.7,0.6,0.4,0.9,3.7,16.44,2022
Jake Layman,7.6,0.4,0.5,1.2,2.9,15.33,2022
Jakob Poeltl,6.8,0.6,0.6,1.7,5.2,19.0,2022
Jalen Brunson,9.8,-0.0,0.6,3.4,2.1,19.22,2022
Jalen Jones,7.7,0.2,0.6,1.4,2.5,15.09,2022
Jalen McDaniels,5.7,0.4,0.4,1.1,3.2,13.5,2022
Jamal Crawford,5.6,0.2,0.3,1.7,2.3,12.46,2022
Jamal Murray,17.6,0.4,1.1,5.6,3.9,35.09,2022
James Ennis,6.4,0.4,0.6,1.1,2.6,14.01,2022
James Harden,25.3,0.7,1.4,7.5,7.6,52.12,2022
James Johnson,4.0,0.3,0.4,1.9,2.0,11.39,2022
James Nunnally,4.9,0.2,0.5,1.5,1.8,11.57,2022
Jared Dudley,3.5,0.3,0.6,1.1,1.9,10.0,2022
Jared Terrell,6.0,0.2,0.6,1.8,2.6,14.13,2022
Jarell Martin,5.1,0.4,0.4,1.1,3.2,13.1,2022
Jaren Jackson,9.7,1.4,0.7,1.3,4.0,22.8,2022
Jaron Blossomgame,4.9,0.4,0.4,0.9,3.8,13.34,2022
Jarred Vanderbilt,6.9,0.4,0.5,1.3,4.3,16.78,2022
Jarrell Brantley,5.3,0.3,0.5,0.8,3.0,12.33,2022
Jarrett Allen,19.2,1.8,0.6,2.6,11.6,44.47,2022
Jarrett Culver,11.2,0.3,0.7,1.7,4.0,21.44,2022
Jason Smith,4.2,0.4,0.4,1.2,2.4,11.38,2022
Jawun Evans,5.6,0.2,0.5,2.1,2.8,14.4,2022
Jaxson Hayes,11.4,0.8,0.7,1.4,6.3,25.61,2022
Jaylen Adams,6.4,0.2,0.5,2.0,1.9,13.85,2022
