Player,PTS2,BLK2,STL2,AST2,TRB2,Value,Year
Kyrie Irving,23.9,0.5,1.6,7.5,5.8,48.47,2020
Jonathan Isaac,9.8,0.9,0.5,1.3,5.3,22.59,2020
Wesley Iwundu,5.9,0.3,0.5,1.3,2.9,13.77,2020
Demetrius Jackson,6.8,0.1,0.4,1.4,2.0,12.68,2020
Frank Jackson,10.6,0.0,0.5,1.3,2.0,16.64,2020
Jaren Jackson,12.7,1.4,0.8,1.3,4.3,26.55,2020
Josh Jackson,12.0,0.6,0.9,2.5,4.4,25.4,2020
Justin Jackson,6.8,0.2,0.5,1.3,2.9,14.41,2020
Reggie Jackson,13.0,0.1,0.6,4.2,2.4,24.29,2020
LeBron James,18.9,0.7,1.3,8.5,8.8,47.94,2020
Amile Jefferson,4.1,0.4,0.4,1.1,3.0,11.55,2020
John Jenkins,6.2,0.2,0.4,1.0,1.8,11.72,2020
Jonas Jerebko,5.7,0.3,0.4,1.2,3.4,13.53,2020
Alize Johnson,3.2,0.4,0.3,0.5,2.7,9.41,2020
Amir Johnson,4.3,0.3,0.4,1.1,2.8,11.29,2020
B.J. Johnson,6.2,0.2,0.3,0.6,2.1,11.02,2020
James Johnson,8.0,0.4,0.6,2.3,3.0,17.92,2020
Stanley Johnson,7.7,0.2,1.0,1.7,3.3,17.86,2020
Tyler Johnson,10.3,0.4,0.9,2.9,2.9,21.95,2020
Wesley Johnson,4.3,0.3,0.4,0.8,2.5,10.43,2020
Nikola Jokic,19.7,0.6,1.3,7.7,10.2,49.23,2020
Damian Jones,6.3,1.0,0.5,1.2,4.3,17.62,2020
Derrick Jones,8.0,0.7,0.7,0.9,4.3,18.77,2020
Jalen Jones,7.5,0.2,0.6,0.9,2.7,14.69,2020
Jemerrio Jones,5.1,0.7,1.0,1.1,6.4,19.67,2020
Terrence Jones,3.4,0.4,0.3,1.1,3.1,10.8,2020
Tyus Jones,6.9,0.1,1.0,3.7,1.5,17.6,2020
DeAndre Jordan,10.4,1.2,0.6,2.3,11.9,33.44,2020
Cory Joseph,6.3,0.3,0.9,3.6,3.2,19.08,2020
Frank Kaminsky,8.3,0.3,0.5,1.4,3.4,17.05,2020
Enes Kanter,11.8,0.3,0.5,1.8,8.9,27.68,2020
Luke Kennard,9.4,0.2,0.5,1.6,2.8,17.23,2020
Michael Kidd-Gilchrist,6.8,0.6,0.5,1.0,3.8,16.4,2020
George King,3.9,0.4,0.3,0.7,2.4,10.01,2020
Maxi Kleber,7.3,1.0,0.5,1.0,4.4,18.34,2020
Brandon Knight,7.2,0.2,0.5,2.1,1.7,14.3,2020
Kevin Knox,13.1,0.4,0.7,1.4,4.9,24.23,2020
Furkan Korkmaz,8.6,0.2,0.6,1.6,2.6,16.15,2020
Luke Kornet,8.4,0.8,0.6,1.3,3.9,19.12,2020
Kyle Korver,6.6,0.2,0.3,1.0,1.6,11.48,2020
Kosta Koufos,3.9,0.4,0.4,0.9,3.7,11.85,2020
Rodions Kurucs,12.3,0.4,0.7,1.1,4.5,22.72,2020
Kyle Kuzma,18.7,0.5,0.6,2.4,5.4,32.08,2020
Skal Labissiere,4.7,0.5,0.3,0.9,3.3,12.56,2020
Jeremy Lamb,14.2,0.4,1.0,2.1,4.7,27.14,2020
Zach LaVine,22.5,0.4,1.0,4.7,4.8,39.7,2020
Jake Layman,7.3,0.4,0.5,0.9,3.2,15.08,2020
T.J. Leaf,6.3,0.5,0.3,0.6,3.4,13.79,2020
Courtney Lee,3.7,0.2,0.5,1.1,1.5,9.32,2020
Damion Lee,6.2,0.1,0.4,0.9,2.6,12.15,2020
Walt Lemon,14.5,0.3,1.5,5.6,4.6,33.48,2020
Alex Len,10.1,0.7,0.5,1.3,5.0,21.61,2020
Kawhi Leonard,26.1,0.4,1.7,4.0,8.3,48.28,2020
Meyers Leonard,6.4,0.3,0.4,1.3,3.9,15.04,2020
Jon Leuer,3.5,0.2,0.2,0.5,2.5,8.59,2020
Caris LeVert,13.8,0.3,1.1,3.7,3.7,27.99,2020
Damian Lillard,24.7,0.4,1.1,7.1,4.6,45.73,2020
Jeremy Lin,7.3,0.2,0.5,2.9,2.3,16.6,2020
Shaun Livingston,3.5,0.3,0.5,1.5,2.0,10.55,2020
Zach Lofton,3.3,0.2,0.2,0.7,2.6,8.77,2020
Kevon Looney,6.5,0.7,0.6,1.6,5.0,18.71,2020
Brook Lopez,10.9,1.1,0.4,1.3,5.8,24.1,2020
Robin Lopez,9.8,1.0,0.2,1.2,5.0,21.02,2020
Kevin Love,14.9,0.1,0.4,2.5,8.5,30.26,2020
Kyle Lowry,14.2,0.4,1.4,6.4,4.3,34.35,2020
Jordan Loyd,4.8,0.1,0.6,1.4,2.8,12.23,2020
Kalin Lucas,3.5,0.2,0.5,1.5,3.2,11.59,2020
Timothe Luwawu-Cabarrot,5.8,0.3,0.5,0.9,2.7,12.79,2020
Tyler Lydon,4.6,0.2,0.5,0.8,2.6,10.93,2020
Trey Lyles,8.4,0.4,0.6,1.4,3.5,17.76,2020
Scott Machado,5.6,0.1,0.5,1.4,2.1,11.82,2020
Shelvin Mack,7.7,0.1,0.8,3.2,1.5,17.08,2020
Daryl Macon,4.8,0.1,0.3,1.0,1.7,9.68,2020
J.P. Macura,4.6,0.1,0.5,1.4,2.0,10.87,2020
Ian Mahinmi,4.2,0.5,0.6,0.9,3.5,12.89,2020
Thon Maker,5.7,1.0,0.3,0.8,4.5,16.3,2020
Boban Marjanovic,6.8,0.5,0.3,0.9,3.8,15.1,2020
Lauri Markkanen,19.0,0.6,0.7,1.8,9.2,36.81,2020
Jarell Martin,4.3,0.3,0.2,0.6,2.3,9.79,2020
Frank Mason,6.2,0.1,0.4,2.4,0.8,12.3,2020
Yante Maten,3.9,0.3,0.5,0.8,2.5,10.35,2020
Wesley Matthews,9.5,0.2,0.7,2.0,1.8,17.23,2020
Luc Mbah a Moute,5.0,0.4,0.3,0.5,2.5,10.68,2020
Tahjere McCall,5.6,0.2,0.3,0.6,1.9,10.28,2020
Patrick McCaw,4.0,0.2,0.6,1.0,2.0,10.33,2020
CJ McCollum,20.7,0.4,0.8,3.1,4.7,34.43,2020
T.J. McConnell,6.5,0.2,0.9,3.6,2.5,18.1,2020
Doug McDermott,8.1,0.3,0.3,1.2,1.7,13.67,2020
JaVale McGee,11.5,1.3,0.6,1.2,6.7,26.98,2020
Rodney McGruder,7.4,0.2,0.5,1.6,3.0,15.77,2020
Alfonzo McKinnie,5.5,0.3,0.3,0.7,3.5,12.65,2020
Ben McLemore,5.5,0.4,0.3,0.7,1.9,10.93,2020
Jordan McRae,6.7,0.3,0.4,1.3,2.0,13.35,2020
Jodie Meeks,5.1,0.1,0.3,0.9,1.5,9.53,2020
Salah Mejri,3.0,0.5,0.3,0.6,3.0,9.96,2020
De'Anthony Melton,6.1,0.5,1.1,2.7,2.1,17.56,2020
Chimezie Metu,5.1,0.4,0.4,0.8,2.4,11.47,2020
Khris Middleton,16.9,0.1,0.9,3.9,5.4,32.09,2020
C.J. Miles,5.7,0.3,0.5,0.9,1.8,11.48,2020
Darius Miller,7.5,0.2,0.6,1.8,2.0,15.16,2020
Malcolm Miller,5.3,0.2,0.4,1.1,2.2,11.4,2020
Patty Mills,8.5,0.1,0.6,2.9,2.3,17.78,2020
Paul Millsap,9.6,0.7,0.8,1.4,5.9,23.36,2020
Shake Milton,5.5,0.5,0.4,1.1,2.9,13.5,2020
Nikola Mirotic,12.7,0.6,0.5,1.2,6.1,24.98,2020
Donovan Mitchell,24.6,0.5,1.4,4.3,4.6,42.1,2020
Naz Mitrou-Long,5.7,0.1,0.5,1.9,2.7,13.69,2020
Malik Monk,10.8,0.3,0.6,1.6,2.2,18.75,2020
Greg Monroe,4.6,0.3,0.3,0.7,3.0,11.16,2020
E'Twaun Moore,10.6,0.2,0.7,1.9,2.5,19.19,2020
Eric Moreland,3.9,0.4,0.5,1.1,4.8,13.71,2020
Jaylen Morris,4.7,0.1,0.5,1.6,1.7,10.83,2020
Marcus Morris,11.0,0.3,0.6,1.6,5.2,22.2,2020
Markieff Morris,8.1,0.4,0.6,1.4,3.8,17.74,2020
Monte Morris,10.7,0.1,0.8,3.5,2.0,21.02,2020
Donatas Motiejunas,3.3,0.3,0.3,0.8,2.4,9.34,2020
Johnathan Motley,6.4,0.4,0.3,0.8,3.0,13.24,2020
Emmanuel Mudiay,15.1,0.3,0.8,3.9,3.3,28.01,2020
Jamal Murray,17.8,0.4,1.0,5.6,4.2,35.37,2020
Dzanan Musa,4.7,0.2,0.4,1.4,2.9,12.09,2020
Mike Muscala,6.6,0.6,0.4,1.2,3.7,15.78,2020
Sviatoslav Mykhailiuk,6.6,0.1,0.5,1.5,1.9,12.97,2020
Abdel Nader,5.2,0.3,0.3,0.8,2.6,11.46,2020
Larry Nance,11.1,0.5,1.3,3.2,7.1,29.88,2020
Shabazz Napier,9.0,0.2,0.6,2.5,2.2,17.85,2020
Raul Neto,5.3,0.1,0.4,2.6,1.8,12.94,2020
Georges Niang,5.5,0.3,0.4,1.0,2.3,11.69,2020
Joakim Noah,4.8,0.6,0.4,1.5,3.9,14.79,2020
Nerlens Noel,5.2,0.9,0.6,0.9,4.8,16.71,2020
Dirk Nowitzki,5.0,0.4,0.3,0.7,2.2,10.73,2020
Frank Ntilikina,8.4,0.3,0.8,3.1,2.2,18.84,2020
James Nunnally,4.9,0.1,0.3,1.6,2.4,11.49,2020
Jusuf Nurkic,16.9,1.4,1.1,2.8,10.8,41.49,2020
David Nwaba,6.5,0.3,0.6,1.3,2.7,14.47,2020
Royce O'Neale,5.6,0.3,0.6,1.6,3.5,14.86,2020
Kyle O'Quinn,4.2,0.6,0.3,1.1,2.9,12.13,2020
Semi Ojeleye,4.8,0.3,0.2,0.6,2.0,9.65,2020
Jahlil Okafor,8.1,0.6,0.3,0.9,4.9,18.28,2020
Elie Okobo,5.5,0.1,0.6,2.7,1.6,13.29,2020
Josh Okogie,10.5,0.3,1.2,1.5,3.4,21.47,2020
Victor Oladipo,17.1,0.3,1.5,5.1,5.0,36.22,2020
Kelly Olynyk,10.0,0.4,0.7,1.7,4.2,20.84,2020
Cedi Osman,13.0,0.2,0.7,2.6,4.4,24.95,2020
Kelly Oubre,14.8,0.7,1.2,1.5,4.6,28.32,2020
Zaza Pachulia,3.2,0.3,0.5,1.2,3.3,11.41,2020
Jabari Parker,15.0,0.4,0.7,2.5,6.2,29.5,2020
Tony Parker,6.6,0.1,0.3,3.4,1.4,14.48,2020
Chandler Parsons,7.9,0.2,0.7,2.0,2.0,16.01,2020
Patrick Patterson,4.9,0.3,0.3,0.7,2.7,11.09,2020
Justin Patton,5.5,0.1,0.8,1.7,3.1,14.44,2020
Chris Paul,13.7,0.3,1.7,7.5,4.6,36.66,2020
Cameron Payne,6.8,0.2,0.7,2.9,2.1,16.15,2020
Elfrid Payton,11.4,0.4,1.0,6.4,4.5,30.62,2020
Gary Payton,4.8,0.2,0.9,1.4,2.3,12.96,2020
Theo Pinson,6.4,0.1,0.4,1.5,2.5,13.35,2020
Mason Plumlee,7.8,0.7,0.8,2.9,6.1,23.84,2020
Miles Plumlee,5.2,0.3,0.3,1.1,2.4,11.56,2020
Jakob Poeltl,5.7,0.9,0.4,1.4,6.1,19.02,2020
Quincy Pondexter,4.7,0.1,0.3,1.1,2.0,10.25,2020
Otto Porter,13.7,0.6,1.4,2.3,5.3,29.27,2020
Bobby Portis,14.2,0.5,0.7,1.8,7.6,29.44,2020
Dwight Powell,9.3,0.5,0.6,1.4,4.8,20.21,2020
Norman Powell,8.5,0.2,0.7,1.7,2.1,16.29,2020
Alex Poythress,5.9,0.8,0.3,0.8,3.7,15.15,2020
Zhou Qi,4.5,0.3,0.4,1.4,2.4,11.64,2020
Ivan Rabb,7.1,0.3,0.4,1.4,4.3,16.69,2020
Chasson Randle,6.1,0.1,0.5,2.3,1.1,12.85,2020
Julius Randle,21.5,0.6,0.7,3.0,8.7,40.36,2020
J.J. Redick,15.0,0.1,0.3,1.8,2.8,22.19,2020
Davon Reed,4.9,0.1,0.5,1.4,2.5,11.67,2020
Cameron Reynolds,6.1,0.2,0.4,1.0,2.2,12.18,2020
Josh Richardson,15.8,0.4,1.0,3.9,2.6,29.08,2020
Malachi Richardson,4.1,0.2,0.5,1.2,2.2,10.49,2020
Austin Rivers,8.8,0.2,0.6,2.2,2.2,17.18,2020
Devin Robinson,8.5,0.9,0.6,1.1,4.0,19.24,2020
Duncan Robinson,5.7,0.1,0.2,0.6,1.9,9.99,2020
Glenn Robinson,5.5,0.3,0.4,0.8,2.2,11.27,2020
Jerome Robinson,5.2,0.1,0.4,0.9,1.8,10.52,2020
Mitchell Robinson,10.2,2.4,0.7,1.2,8.5,31.43,2020
Rajon Rondo,8.1,0.2,1.2,7.9,4.4,29.31,2020
Derrick Rose,16.0,0.2,0.6,4.0,2.7,27.86,2020
Terrence Ross,13.1,0.4,0.8,1.9,3.3,23.34,2020
Terry Rozier,10.9,0.3,0.7,3.1,4.1,23.44,2020
Ricky Rubio,11.8,0.2,1.1,5.6,3.1,27.71,2020
D'Angelo Russell,23.6,0.2,1.4,7.1,4.4,44.21,2020
Domantas Sabonis,14.9,0.4,0.6,3.0,9.0,33.48,2020
Brandon Sampson,6.6,0.2,0.6,1.3,1.9,13.35,2020
JaKarr Sampson,19.4,1.0,0.8,1.6,8.3,37.25,2020
Dario Saric,9.3,0.2,0.5,1.5,4.6,19.25,2020
Tomas Satoransky,9.0,0.1,0.9,4.3,2.8,21.69,2020
Dennis Schroder,15.2,0.2,0.8,4.1,3.3,28.41,2020
Mike Scott,5.4,0.2,0.3,1.0,3.1,12.31,2020
Thabo Sefolosha,3.9,0.3,0.6,0.8,2.4,10.6,2020
Wayne Selden,7.2,0.2,0.6,1.6,2.5,15.07,2020
Collin Sexton,19.7,0.1,0.7,3.4,3.2,31.05,2020
Landry Shamet,9.4,0.1,0.6,1.9,1.8,16.33,2020
Iman Shumpert,6.8,0.3,0.9,1.7,2.6,16.1,2020
Pascal Siakam,17.1,0.8,0.8,3.1,6.8,34.53,2020
Jordan Sibert,3.7,0.2,0.3,1.4,2.4,10.07,2020
Ben Simmons,18.1,1.0,1.5,8.0,8.9,48.17,2020
Jonathon Simmons,6.2,0.3,0.5,2.0,2.4,14.32,2020
Kobi Simmons,2.2,0.3,0.3,0.9,1.8,7.56,2020
Anfernee Simons,6.2,0.1,0.5,1.4,3.0,13.83,2020
Marcus Smart,10.8,0.3,1.3,3.4,3.0,24.08,2020
Dennis Smith,14.3,0.4,1.0,4.7,3.2,29.44,2020
Ish Smith,7.7,0.1,0.5,3.4,2.5,17.56,2020
J.R. Smith,4.9,0.2,0.7,2.0,1.9,13.11,2020
Jason Smith,4.8,0.5,0.3,0.7,2.9,11.69,2020
Zhaire Smith,8.1,0.4,0.6,1.8,2.8,16.99,2020
Tony Snell,6.7,0.3,0.4,1.2,2.5,13.46,2020
Ray Spalding,5.3,0.6,0.5,0.9,4.5,15.42,2020
Omari Spellman,7.5,0.5,0.6,1.3,4.6,18.25,2020
Nik Stauskas,6.4,0.2,0.4,1.5,2.4,13.39,2020
D.J. Stephens,4.5,0.3,0.3,0.7,2.7,10.44,2020
Lance Stephenson,6.4,0.2,0.6,1.9,2.5,14.61,2020
Edmond Sumner,4.8,0.2,0.5,0.9,1.6,10.1,2020
Caleb Swanigan,4.9,0.3,0.5,1.2,4.0,13.8,2020
Jayson Tatum,19.1,0.7,1.1,2.6,5.8,35.29,2020
Jeff Teague,10.7,0.4,0.8,6.9,2.8,27.98,2020
Garrett Temple,7.4,0.3,0.8,1.5,2.7,16.42,2020
Milos Teodosic,3.8,0.2,0.4,2.1,0.7,9.55,2020
Jared Terrell,4.7,0.2,0.5,1.6,2.3,12.01,2020
Emanuel Terry,5.2,0.2,0.7,1.2,2.4,12.42,2020
Daniel Theis,5.8,0.5,0.4,1.1,3.4,14.25,2020
Isaiah Thomas,8.0,0.1,0.4,1.8,1.1,13.6,2020
Khyri Thomas,4.6,0.3,0.4,0.9,2.4,11.16,2020
Lance Thomas,4.6,0.2,0.4,0.8,2.4,10.61,2020
Klay Thompson,20.3,0.7,1.0,2.3,4.2,33.95,2020
Tristan Thompson,9.3,0.5,0.7,2.1,8.6,26.31,2020
Sindarius Thornwell,5.4,0.3,0.3,1.0,2.5,11.98,2020
Anthony Tolliver,4.6,0.3,0.4,0.6,2.5,10.73,2020
Karl-Anthony Towns,24.6,1.9,1.1,3.4,12.7,53.7,2020
Gary Trent,5.6,0.2,0.4,0.8,2.1,11.19,2020
Allonzo Trier,11.0,0.2,0.5,1.8,2.9,19.49,2020
P.J. Tucker,6.1,0.4,1.3,1.0,4.2,17.76,2020
Evan Turner,5.7,0.2,0.5,3.5,3.8,17.62,2020
Myles Turner,16.7,2.6,0.7,2.2,9.1,40.82,2020
Ekpe Udoh,3.3,0.7,0.2,0.8,2.8,10.57,2020
Tyler Ulis,2.5,0.4,0.5,1.0,2.3,9.33,2020
Jonas Valanciunas,15.0,1.1,0.5,1.5,8.8,32.84,2020
Jarred Vanderbilt,4.2,0.3,0.4,0.7,3.2,11.16,2020
Fred VanVleet,11.0,0.3,0.8,4.4,2.6,23.88,2020
Noah Vonleh,8.5,0.7,0.6,1.9,7.1,23.76,2020
Nikola Vucevic,21.3,1.4,0.9,3.4,10.0,45.36,2020
Dwyane Wade,13.7,0.5,0.8,3.6,3.6,27.13,2020
Moritz Wagner,6.7,0.4,0.5,1.0,3.4,14.71,2020
Dion Waiters,11.1,0.2,0.7,3.1,2.8,21.65,2020
Kemba Walker,23.6,0.4,1.2,6.0,4.0,42.16,2020
Lonnie Walker,4.6,0.2,0.5,0.9,2.2,10.49,2020
John Wall,21.8,0.7,1.4,7.4,3.3,43.1,2020
Tyrone Wallace,5.3,0.2,0.4,1.0,2.2,11.07,2020
Taurean Waller-Prince,13.1,0.3,0.9,2.1,3.0,23.47,2020
Brad Wanamaker,4.1,0.1,0.4,1.9,1.3,9.98,2020
T.J. Warren,16.7,0.7,1.2,1.7,4.0,29.66,2020
Julian Washburn,4.8,0.2,0.6,1.3,2.4,12.0,2020
Yuta Watanabe,4.3,0.3,0.4,0.8,2.9,10.75,2020
Thomas Welsh,5.6,0.1,0.6,1.6,2.5,13.26,2020
Russell Westbrook,21.7,0.6,1.5,10.6,10.1,56.13,2020
Derrick White,9.1,0.5,0.9,3.6,3.3,22.69,2020
Okaro White,4.5,0.4,0.3,0.9,2.9,11.55,2020
Hassan Whiteside,11.9,1.2,0.6,0.8,10.7,31.46,2020
Andrew Wiggins,18.3,0.6,0.8,2.4,5.1,32.34,2020
Alan Williams,4.4,0.3,0.4,0.6,3.9,12.12,2020
C.J. Williams,5.6,0.1,0.5,1.3,2.2,11.82,2020
Johnathan Williams,6.5,0.4,0.4,0.9,4.7,15.82,2020
Kenrich Williams,7.3,0.4,0.9,1.7,4.9,19.67,2020
Lou Williams,17.1,0.3,0.8,4.3,2.9,30.32,2020
Marvin Williams,8.8,0.6,0.7,1.0,4.9,20.08,2020
Robert Williams,5.2,0.9,0.1,0.5,2.3,11.75,2020
Troy Williams,6.6,0.4,0.5,1.0,3.3,14.85,2020
D.J. Wilson,6.2,0.4,0.5,1.2,4.7,16.38,2020
Justise Winslow,13.8,0.4,1.1,4.4,5.6,31.67,2020
Christian Wood,8.0,0.6,0.4,0.7,4.5,17.25,2020
Delon Wright,8.7,0.3,1.0,3.4,3.1,21.62,2020
Guerschon Yabusele,3.8,0.4,0.3,0.8,1.9,9.57,2020
Nick Young,4.0,0.5,0.5,1.5,3.7,13.86,2020
Thaddeus Young,11.2,0.4,1.2,2.1,5.7,26.3,2020
Trae Young,19.7,0.2,1.1,7.6,3.7,39.31,2020
Cody Zeller,9.5,0.7,0.8,2.0,6.1,24.22,2020
Tyler Zeller,7.0,0.8,0.3,0.8,3.7,16.11,2020
Ante Zizic,7.6,0.5,0.4,1.2,4.8,18.08,2020
Ivica Zubac,7.6,0.9,0.3,1.3,5.6,20.04,2020
Admiral Schofield,3.6,0.1,0.4,0.6,1.7,8.07,2020
Bol Bol,5.9,0.8,0.3,0.5,3.5,14.24,2020
Brandon Clarke,6.3,1.0,0.5,0.8,4.5,17.3,2020
Bruno Fernando,4.8,0.5,0.4,0.7,3.4,12.74,2020
Cam Reddish,11.0,0.2,1.0,1.2,2.7,19.98,2020
Cameron Johnson,10.0,0.3,0.4,1.0,3.8,18.18,2020
Carsen Edwards,5.0,0.1,0.4,1.4,1.4,10.27,2020
Chuma Okeke,5.4,0.4,0.5,0.7,2.5,12.08,2020
Coby White,11.5,0.2,0.7,4.6,3.4,25.08,2020
Cody Martin,4.5,0.4,0.8,2.7,2.2,14.69,2020
Daniel Gafford,6.2,0.8,0.4,0.7,4.6,16.48,2020
Darius Garland,11.6,0.3,0.6,3.8,3.9,24.68,2020
DeAndre Hunter,9.4,0.3,0.6,1.6,3.7,18.89,2020
Dylan Windler,6.4,0.4,0.5,1.1,3.1,14.28,2020
Eric Paschall,4.0,0.2,0.4,0.6,2.0,9.09,2020
Grant Williams,5.7,0.5,0.4,0.7,3.1,13.45,2020
Ignas Brazdeikis,6.2,0.2,0.4,0.7,2.1,11.47,2020
Isaiah Roby,3.6,0.4,0.4,0.7,2.2,9.66,2020
Ja Morant,14.2,0.3,0.9,5.5,3.8,30.48,2020
Jalen McDaniels,4.4,0.2,0.3,0.7,2.8,10.36,2020
Jarrell Brantley,4.1,0.2,0.3,0.6,2.1,9.06,2020
Jarrett Culver,11.2,0.2,0.7,2.0,3.5,21.39,2020
Jaxson Hayes,10.4,1.0,0.6,1.0,4.3,21.97,2020
Jaylen Hands,3.7,0.1,0.4,2.1,1.7,10.33,2020
Jaylen Nowell,4.7,0.1,0.4,2.5,1.9,12.3,2020
Jordan Bone,3.6,0.1,0.4,2.1,1.3,9.83,2020
Jordan Poole,4.0,0.1,0.4,1.6,1.6,9.82,2020
Justin James,3.5,0.2,0.3,0.6,1.6,7.74,2020
Justin Wright-Foreman,4.6,0.1,0.3,1.6,1.6,10.09,2020
Keldon Johnson,4.6,0.1,0.4,0.6,1.9,9.27,2020
Kevin PorterJr,4.8,0.2,0.4,0.8,2.1,10.0,2020
Kyle Guy,4.2,0.1,0.4,1.4,1.3,9.27,2020
Marial Shayok,5.4,0.1,0.4,1.0,1.8,10.52,2020
Matisse Thybulle,5.0,0.4,1.0,0.8,1.4,11.83,2020
Mfiondu Kabengele,4.5,0.4,0.4,0.6,2.6,10.92,2020
Miye Oni,4.0,0.2,0.3,0.9,1.7,9.1,2020
Nassir Little,4.4,0.2,0.4,0.6,2.2,9.57,2020
Nickeil Alexander-Walker,6.4,0.2,0.7,1.3,1.9,13.09,2020
Nicolas Claxton,3.7,0.6,0.4,0.6,2.1,9.97,2020
PJ Washington,10.1,0.4,0.4,0.9,3.9,18.77,2020
Quinndary Weatherspoon,4.3,0.2,0.7,0.9,1.8,10.36,2020
RJ Barrett,14.7,0.3,0.7,3.7,4.9,28.92,2020
Romeo Langford,5.9,0.3,0.4,0.9,2.0,11.84,2020
Rui Hachimura,10.0,0.3,0.5,0.9,4.3,18.86,2020
Talen Horton-Tucker,3.8,0.2,0.4,0.9,1.7,9.03,2020
Terance Mann,4.0,0.2,0.4,0.9,2.5,10.04,2020
Tremont Waters,4.2,0.1,0.7,2.0,1.2,10.91,2020
Ty Jerome,4.6,0.1,0.5,2.4,1.4,11.47,2020
Tyler Herro,6.6,0.2,0.5,1.7,2.1,13.58,2020
Zion Williamson,14.1,0.8,1.2,1.9,7.1,31.28,2020
Aaron Gordon,17.2,0.5,0.6,3.2,6.4,33.06,2021
Aaron Holiday,7.8,0.3,0.5,2.3,2.0,15.95,2021
Abdel Nader,5.8,0.3,0.4,1.1,3.1,13.28,2021
Al Horford,9.9,0.8,0.9,3.4,5.1,26.08,2021
Al-Farouq Aminu,7.8,0.4,0.7,1.4,6.8,21.07,2021
Alan Williams,4.3,0.3,0.4,1.0,4.4,13.3,2021
Alec Burks,7.9,0.3,0.5,1.8,2.9,16.39,2021
Alex Abrines,6.6,0.2,0.5,1.3,2.2,13.25,2021
Alex Caruso,9.2,0.3,0.8,3.0,2.4,19.69,2021
Alex Len,10.4,0.6,0.5,1.3,4.5,21.17,2021
Alex Poythress,6.3,0.7,0.4,1.0,4.1,15.88,2021
Alfonzo McKinnie,5.7,0.3,0.4,0.9,3.7,13.45,2021
Alize Johnson,5.7,0.4,0.5,0.8,3.2,13.37,2021
Allen Crabbe,8.4,0.3,0.5,1.2,3.0,15.99,2021
Allonzo Trier,10.4,0.2,0.4,1.8,2.9,18.48,2021
Amile Jefferson,5.0,0.4,0.4,1.0,3.1,12.54,2021
Amir Johnson,4.4,0.3,0.4,1.0,2.6,11.21,2021
Andre Drummond,23.8,1.8,1.7,1.8,14.6,54.77,2021
Andre Iguodala,4.5,0.5,0.7,3.0,2.6,15.67,2021
Andre Ingram,4.5,0.6,0.3,0.9,2.6,11.6,2021
Andrew Bogut,2.9,0.6,0.3,0.6,3.1,10.0,2021
Andrew Harrison,5.6,0.2,0.4,2.1,2.0,12.84,2021
Andrew Wiggins,18.5,0.6,0.7,2.4,5.3,32.41,2021
Anfernee Simons,9.2,0.2,0.6,1.6,3.8,18.49,2021
Angel Delgado,4.5,0.3,0.5,1.0,3.0,12.09,2021
Ante Zizic,6.3,0.5,0.4,1.2,4.7,16.58,2021
Anthony Davis,21.7,2.2,1.6,4.0,11.8,53.17,2021
Anthony Tolliver,4.2,0.3,0.4,0.9,2.3,10.36,2021
Antonio Blakeney,8.2,0.4,0.6,0.9,2.4,15.12,2021
Aron Baynes,4.3,0.5,0.3,1.0,3.0,12.02,2021
Austin Rivers,8.3,0.1,0.5,2.2,2.3,16.31,2021
Avery Bradley,8.4,0.2,0.7,2.3,2.2,17.12,2021
B.J. Johnson,6.6,0.3,0.4,1.0,3.0,13.65,2021
Bam Adebayo,11.6,0.7,0.8,2.2,6.6,27.46,2021
Ben McLemore,6.2,0.4,0.4,1.0,2.8,13.26,2021
Ben Simmons,20.1,0.9,1.8,9.1,9.8,53.48,2021
Billy Garrett,7.0,0.2,0.5,1.8,2.4,14.89,2021
Bismack Biyombo,7.2,0.7,0.3,0.9,4.8,17.17,2021
Blake Griffin,22.5,0.4,0.8,5.0,7.5,42.51,2021
Boban Marjanovic,5.0,0.5,0.3,1.0,3.4,12.77,2021
Bobby Portis,13.2,0.5,0.7,1.8,7.0,27.88,2021
Bogdan Bogdanovic,12.1,0.2,0.8,3.5,3.0,23.93,2021
Bojan Bogdanovic,13.3,0.2,0.6,1.9,3.4,22.79,2021
Bonzie Colson,5.6,0.3,0.5,1.0,4.0,14.31,2021
Brad Wanamaker,4.3,0.1,0.5,2.1,1.5,11.1,2021
Bradley Beal,23.4,0.7,1.4,6.6,6.3,47.22,2021
Brandon Goodwin,6.2,0.2,0.6,1.9,2.4,14.15,2021
Brandon Ingram,19.1,0.7,0.7,3.2,4.9,33.91,2021
Brandon Knight,7.3,0.2,0.5,1.9,1.6,14.04,2021
Brandon Sampson,7.8,0.2,0.7,1.8,2.2,15.98,2021
Brook Lopez,9.7,1.1,0.5,1.5,5.1,22.76,2021
Bruce Brown,5.8,0.5,0.6,1.5,3.3,15.52,2021
Bruno Caboclo,7.8,0.7,0.5,1.3,3.7,17.63,2021
Bryn Forbes,10.2,0.1,0.5,1.8,2.2,17.24,2021
Buddy Hield,20.4,0.4,0.7,2.6,5.2,33.62,2021
C.J. Miles,5.1,0.3,0.4,1.0,2.0,11.01,2021
C.J. Williams,6.2,0.1,0.5,1.5,2.1,12.53,2021
CJ McCollum,18.8,0.3,0.8,2.8,4.8,32.26,2021
Caleb Swanigan,6.0,0.5,0.5,1.4,4.3,16.29,2021
